accession,name,std_hccf_feed,std_hccf_large,std_hccf_small,std_hccf_mab,std_hccf_lmw1,std_hccf_lmw2,native_hccf_feed,native_hccf_large,native_hccf_small,native_hccf_mab,native_hccf_lmw1,std_pafvin_feed,std_pafvin_large,std_pafvin_small,std_pafvin_mab,native_pafvin_feed,native_pafvin_large,native_pafvin_small,native_pafvin_mab,pI_mean,mass_mean,cysteine_cont_percent_mean,cysteine_num_mean,net_charge_mean,net_charge_neg_mean,net_charge_pos_mean,charge_dens_C_m2_mean,charge_dens_neg_C_m2_mean,charge_dens_pos_C_m2_mean,desc_lower,desc_lower_2
XP_027287770.1,ubiquitin-conjugating enzyme E2 A isoform X2 [Cricetulus griseus],False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4.5284382769179885,17315.218399999983,1.3157894736842104,2.0,-3.9113507857182466,-20.992095120308782,17.080744334590534,-0.01703027407784025,-0.09140093869164513,0.07437066461380487,ubiquitin-conjugating enzyme e2 a isoform x2,ubiquitin conjugating enzyme e2 a isoform x2
XP_027244957.1,tubulin-specific chaperone C isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4.865056315086127,37999.15100000005,2.6470588235294117,9.0,-4.891949479679703,-54.97014105493702,50.078191575257314,-0.012612840020748447,-0.14172869076507552,0.12911585074432708,tubulin-specific chaperone c isoform x2,tubulin specific chaperone c isoform x2
XP_027244799.1,LOW QUALITY PROTEIN: LEM domain-containing protein 2 isoform X2 [Cricetulus griseus],False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,10.275996860413292,55224.70610000007,2.0325203252032518,10.0,15.420186624673544,-63.96619189617802,79.38637852085157,0.03098709573355234,-0.1285410196544629,0.15952811538801526,low quality protein: lem domain-containing protein 2 isoform x2,low quality protein: lem domain containing protein 2 isoform x2
XP_027286486.1,interleukin-11 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,11.307172919660683,21545.946000000007,1.0050251256281406,2.0,8.132848892243796,-15.996387207288691,24.129236099532488,0.03060876765456826,-0.06020395876374413,0.0908127264183124,interleukin-11 isoform x2,interleukin 11 isoform x2
XP_027259012.1,clathrin light chain A isoform X4 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.8712633484479486,23632.508900000015,0.45871559633027525,1.0,-20.633335494218485,-43.97467592873905,23.341340434520564,-0.07301460486317163,-0.15561195075912856,0.08259734589595694,clathrin light chain a isoform x4,clathrin light chain a isoform x4
XP_027278704.1,endothelial differentiation-related factor 1 isoform X2 [Cricetulus griseus],False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,10.540614712845521,16368.518599999989,0.0,0.0,12.611370388641125,-19.989301277979916,32.60067166662104,0.05700805398239471,-0.09035902770342924,0.1473670816858239,endothelial differentiation-related factor 1 isoform x2,endothelial differentiation related factor 1 isoform x2
XP_027256793.1,iodotyrosine deiodinase 1 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.346803559624025,32864.53460000004,1.0526315789473684,3.0,-3.0683125123013113,-43.97836901692025,40.910056504618936,-0.008714880832702072,-0.1249110850548915,0.11619620422218943,iodotyrosine deiodinase 1,iodotyrosine deiodinase 1
XP_027259766.1,ADP-ribosylation factor-binding protein GGA1 isoform X1 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.2133323358096755,61898.88950000021,0.7092198581560284,4.0,-8.061329920053204,-68.96797576953531,60.906645849482096,-0.015012913305886638,-0.12844161588460212,0.11342870257871544,adp-ribosylation factor-binding protein gga1 isoform x1,adp ribosylation factor binding protein gga1 isoform x1
XP_027280570.1,serine/threonine-protein phosphatase CPPED1 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.750297169852301,35404.681099999994,1.9230769230769231,6.0,-6.5525242660937115,-45.98564178455408,39.43311751846037,-0.017709856120849903,-0.12428784183883691,0.106577985717987,serine/threonine-protein phosphatase cpped1,serine/threonine protein phosphatase cpped1
XP_027278190.1,four-jointed box protein 1 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.13528442753877,49978.47990000004,0.8888888888888888,4.0,11.50619109440778,-48.97898279478318,60.48517388919095,0.02471286367540947,-0.1051964907271516,0.12990935440256107,four-jointed box protein 1,four jointed box protein 1
XP_027286028.1,mitotic spindle assembly checkpoint protein MAD2A [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4.616123335570369,23519.676500000027,1.951219512195122,4.0,-5.645709753539491,-29.986546240908233,24.340836487368744,-0.0200421590456423,-0.10645165182517669,0.0864094927795344,mitotic spindle assembly checkpoint protein mad2a,mitotic spindle assembly checkpoint protein mad2a
XP_027264144.1,UBX domain-containing protein 1 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,4.616364251352785,33592.123300000036,0.6734006734006733,2.0,-11.355537204321758,-60.95776768802414,49.602230483702385,-0.03178553801894225,-0.17062825012454072,0.13884271210559845,ubx domain-containing protein 1 isoform x2,ubx domain containing protein 1 isoform x2
XP_027257542.1,protein FAM151B [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4.854246591482585,30662.42430000002,1.4705882352941175,4.0,-8.07957901610649,-32.99127736088091,24.91169834477442,-0.024034287916836778,-0.09813900665553933,0.07410471873870256,protein fam151b,protein fam151b
XP_027247791.1,DCN1-like protein 1 isoform X3 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4.630208430587786,30125.967400000027,1.5444015444015444,4.0,-5.647737508047808,-40.98550031300563,35.33776280495782,-0.016999155841130282,-0.12336248029492859,0.10636332445379829,dcn1-like protein 1 isoform x3,dcn1 like protein 1 isoform x3
XP_027268485.1,protein O-glucosyltransferase 1 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.780249668820678,46457.18020000003,2.295918367346939,9.0,13.443054374026591,-46.98886525203014,60.43191962605672,0.030313976584521434,-0.10595950305277378,0.1362734796372952,protein o-glucosyltransferase 1 isoform x2,protein o glucosyltransferase 1 isoform x2
NP_001233613.1,galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.739742614573371,37094.44840000002,0.8955223880597015,3.0,6.403322182827001,-35.98441422882823,42.387736411655226,0.01677694684236868,-0.0942805292992918,0.11105747614166049,galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,galactosylgalactosylxylosylprotein 3 beta glucuronosyltransferase 3
XP_027255292.1,YTH domain-containing family protein 2 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,9.334533580225946,62305.341800000126,0.5181347150259068,3.0,9.222602216486287,-47.993301496167824,57.215903712654104,0.017100814983545314,-0.08899056362512854,0.10609137860867385,yth domain-containing family protein 2 isoform x2,yth domain containing family protein 2 isoform x2
XP_027261850.1,breast cancer anti-estrogen resistance protein 1 isoform X3 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.329162375399305,94534.0220000005,0.4576659038901602,4.0,-18.142394717964848,-100.97673113388885,82.834336415924,-0.025477063762902985,-0.14179994745237146,0.11632288368946848,breast cancer anti-estrogen resistance protein 1 isoform x3,breast cancer anti estrogen resistance protein 1 isoform x3
XP_027284772.1,LOW QUALITY PROTEIN: eukaryotic translation initiation factor 4E type 3 isoform X3 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.981096464165541,22846.91420000001,0.966183574879227,2.0,-0.07532705597444145,-23.987776321526585,23.912449265552144,-0.00027263366378105556,-0.08681973906848599,0.08654710540470494,low quality protein: eukaryotic translation initiation factor 4e type 3 isoform x3,low quality protein: eukaryotic translation initiation factor 4e type 3 isoform x3
XP_027276247.1,tumor necrosis factor-inducible gene 6 protein [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,8.272699736446878,30992.94089999999,3.6363636363636362,10.0,3.4355273922741754,-31.998864993915756,35.43439238618993,0.010146861747840557,-0.09450894203645054,0.10465580378429108,tumor necrosis factor-inducible gene 6 protein,tumor necrosis factor inducible gene 6 protein
XP_027277353.1,N-acylneuraminate-9-phosphatase [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.952941577637007,27823.78720000001,4.032258064516129,10.0,-3.5979395206166442,-34.98553895754598,31.387599436929335,-0.011418872303317656,-0.11103449614141757,0.09961562383809994,n-acylneuraminate-9-phosphatase,n acylneuraminate 9 phosphatase
XP_027287430.1,putative deoxyribonuclease TATDN1 isoform X1 [Cricetulus griseus],False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.430994991139253,33480.00310000001,3.389830508474576,10.0,-2.3366941446571885,-41.984128760838814,39.64743461618163,-0.006555287296986242,-0.11778093704314821,0.11122564974616198,putative deoxyribonuclease tatdn1 isoform x1,putative deoxyribonuclease tatdn1 isoform x1
XP_027255179.1,protein archease isoform X1 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.836793795674046,19563.635100000003,0.5988023952095809,1.0,-18.12149534371696,-34.98668771245669,16.865192368739734,-0.07273462132980855,-0.1404267933789532,0.06769217204914461,protein archease isoform x1,protein archease isoform x1
XP_027287742.1,membrane-associated progesterone receptor component 1 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,3.860242582553267,21655.872099999997,1.0256410256410255,2.0,-16.383662104129645,-39.98639955885797,23.602737454728324,-0.061452664336162505,-0.14998299980092963,0.08853033546476716,membrane-associated progesterone receptor component 1 isoform x2,membrane associated progesterone receptor component 1 isoform x2
XP_027264022.1,arpin isoform X3 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4.792690250541589,25175.939699999988,0.8849557522123894,2.0,-6.85713260034236,-37.98308804343803,31.125955443095666,-0.023262993937211415,-0.12885857666321782,0.10559558272600639,arpin isoform x3,arpin isoform x3
XP_027283720.1,Golgi SNAP receptor complex member 2 isoform X3 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.017680964296074,19422.208299999988,1.2121212121212122,2.0,6.659006668382019,-18.992272550788268,25.651279219170288,0.02685698341578914,-0.07659928489733799,0.10345626831312714,golgi snap receptor complex member 2 isoform x3,golgi snap receptor complex member 2 isoform x3
XP_027274751.1,immunoglobulin superfamily member 8 isoform X3 [Cricetulus griseus],False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,8.690495673118999,64315.15850000015,1.9834710743801653,12.0,5.762583738703227,-58.98221835571412,64.74480209441735,0.010461369441918387,-0.1070760625270981,0.1175374319690165,immunoglobulin superfamily member 8 isoform x3,immunoglobulin superfamily member 8 isoform x3
XP_027244378.1,LOW QUALITY PROTEIN: phostensin [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.196547203540777,66897.41460000032,0.9819967266775778,6.0,-10.024640989496353,-100.9327156573598,90.90807466786345,-0.017727308065749625,-0.17848672548428313,0.1607594174185335,low quality protein: phostensin,low quality protein: phostensin
XP_027277908.1,leucine-rich repeat-containing protein 57 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.72800875342062,26743.819300000032,2.510460251046025,6.0,4.353767782122202,-25.985526864091085,30.339294646213286,0.014187193583049686,-0.08467647298329212,0.0988636665663418,leucine-rich repeat-containing protein 57 isoform x2,leucine rich repeat containing protein 57 isoform x2
XP_027277207.1,E3 ubiquitin-protein ligase Itchy homolog [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6.458752903154008,99272.73780000066,1.3856812933025404,12.0,-4.9618836468162755,-108.95954263568635,103.99765898887007,-0.006744349939713753,-0.14810127304733214,0.1413569231076184,e3 ubiquitin-protein ligase itchy homolog,e3 ubiquitin protein ligase itchy homolog
XP_027285331.1,charged multivesicular body protein 3 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4.503868405556105,25206.854300000003,0.4464285714285714,1.0,-8.892366257588659,-45.968712042538705,37.07634578495005,-0.030142904265317502,-0.15582247133778465,0.12567956707246716,charged multivesicular body protein 3,charged multivesicular body protein 3
XP_027281209.1,"39S ribosomal protein L12, mitochondrial isoform X2 [Cricetulus griseus]",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.03195234136988,21705.18590000002,0.49019607843137253,1.0,6.0915294181711745,-22.986131234108438,29.07766065227961,0.022813794518697156,-0.08608689850375778,0.10890069302245493,"39s ribosomal protein l12, mitochondrial isoform x2",39s ribosomal protein l12 mitochondrial isoform x2
XP_027255600.1,dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.547256654717822,45992.905400000054,0.7281553398058253,3.0,-2.5601113024631834,-45.994176715827194,43.43406541336401,-0.005811815289095844,-0.10441329608960029,0.09860148080050445,dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kda subunit isoform x2,dolichyl diphosphooligosaccharide  protein glycosyltransferase 48 kda subunit isoform x2
XP_027257762.1,costars family protein ABRACL [Cricetulus griseus],True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,5.438412523935232,9046.305699999999,1.2345679012345678,1.0,-2.390110484184235,-13.994696753093939,11.604586268909703,-0.016042941136171912,-0.0939354467980134,0.07789250566184147,costars family protein abracl,costars family protein abracl
XP_027249033.1,ephrin-A1 [Cricetulus griseus],False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,6.9455121515446505,23657.730600000014,2.9268292682926833,6.0,-0.29571160913542527,-24.993586803440405,24.697875194304977,-0.0010456824987013639,-0.08838123189192056,0.08733554939321919,ephrin-a1,ephrin a1
XP_027253256.1,"retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta [Cricetulus griseus]",False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,5.134385154427891,17375.761800000007,1.3333333333333335,2.0,-1.907359556427338,-22.986829023288323,21.079469466860985,-0.008285464349474284,-0.09985351306109218,0.0915680487116179,"retinal rod rhodopsin-sensitive cgmp 3',5'-cyclic phosphodiesterase subunit delta",retinal rod rhodopsin sensitive cgmp 3'5' cyclic phosphodiesterase subunit delta
XP_027252641.1,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial isoform X5 [Cricetulus griseus]",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8.377862874615552,39968.595800000054,1.3966480446927374,5.0,3.4534428899923055,-44.97933765574216,48.43278054573446,0.008609009840076669,-0.11212797570811373,0.12073698554819039,"3-hydroxyisobutyryl-coa hydrolase, mitochondrial isoform x5",3 hydroxyisobutyryl coa hydrolase mitochondrial isoform x5
XP_027265877.1,ADM [Cricetulus griseus],False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.836085750012046,20628.22079999999,1.0869565217391304,2.0,14.867324800991009,-14.997490595422798,29.86481539641381,0.05760212448459465,-0.05810644025053502,0.1157085647351297,adm,adm
XP_027282100.1,"dynein light chain 2, cytoplasmic [Cricetulus griseus]",False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,7.3989962394683735,10349.723899999994,2.247191011235955,2.0,0.6040638046131769,-12.999514569992886,13.603578374606064,0.0037066122529363786,-0.0797666730225894,0.08347328527552579,"dynein light chain 2, cytoplasmic",dynein light chain 2 cytoplasmic
XP_027263093.1,lysyl oxidase homolog 4 isoform X2 [Cricetulus griseus],False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,9.529554301863158,84790.03280000035,4.7556142668428,36.0,16.746274124188577,-78.97123267104989,95.71750679523846,0.025285323443502802,-0.11923924963914119,0.144524573082644,lysyl oxidase homolog 4 isoform x2,lysyl oxidase homolog 4 isoform x2
XP_027243877.1,WD repeat-containing protein 92 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.195878424920716,39826.03910000004,2.2408963585434174,8.0,5.185409114892402,-40.98525348955657,46.17066260444897,0.012957417999769278,-0.1024148817429821,0.11537229974275139,wd repeat-containing protein 92,wd repeat containing protein 92
XP_027284592.1,adaptin ear-binding coat-associated protein 1 isoform X2 [Cricetulus griseus],False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.27291875340777,29552.78240000001,0.36496350364963503,1.0,-1.389122808032436,-31.990802368957116,30.60167956092468,-0.004235017841132143,-0.09753033929128484,0.0932953214501527,adaptin ear-binding coat-associated protein 1 isoform x2,adaptin ear binding coat associated protein 1 isoform x2
XP_027277561.1,UPF0687 protein C20orf27 homolog [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.8329096704529,19536.06589999999,2.2988505747126435,4.0,-1.0282619038991656,-25.98876898654145,24.960507082642287,-0.004131038011031943,-0.10440977355693122,0.10027873554589928,upf0687 protein c20orf27 homolog,upf0687 protein c20orf27 homolog
XP_027275888.1,ubiquitin-conjugating enzyme E2 E3 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7.287836744252767,22912.339800000027,2.4154589371980677,5.0,0.3480520725435755,-26.992507441499257,27.340559514042834,0.0012573169859802728,-0.09750879473974956,0.09876611172572985,ubiquitin-conjugating enzyme e2 e3,ubiquitin conjugating enzyme e2 e3
XP_027274349.1,transmembrane emp24 domain-containing protein 10 isoform X2 [Cricetulus griseus],False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,6.7028073270274895,24930.587400000022,2.28310502283105,5.0,-0.8606818317194888,-31.986143327563333,31.125461495843844,-0.002939010566952033,-0.10922458192005803,0.106285571353106,transmembrane emp24 domain-containing protein 10 isoform x2,transmembrane emp24 domain containing protein 10 isoform x2
XP_027273137.1,torsin-1A-interacting protein 2 [Cricetulus griseus],False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4.443205530088747,51908.76150000011,1.6701461377870561,8.0,-25.435918217823353,-74.96260163500493,49.526683417181566,-0.053268094490168845,-0.15698725373021086,0.10371915924004202,torsin-1a-interacting protein 2,torsin 1a interacting protein 2
XP_027260380.1,CD2 antigen cytoplasmic tail-binding protein 2 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.8438155367347866,37352.64840000001,0.8823529411764706,3.0,-29.847219438369134,-67.97236396128707,38.12514452291793,-0.07784005453726944,-0.1772685234113324,0.09942846887406293,cd2 antigen cytoplasmic tail-binding protein 2 isoform x2,cd2 antigen cytoplasmic tail binding protein 2 isoform x2
XP_027255224.1,peflin isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.602188843591511,29206.344300000022,1.4545454545454546,4.0,-1.6649248892984079,-19.007066244096702,17.342141354798297,-0.005115915526850328,-0.05840416342086336,0.05328824789401305,peflin isoform x2,peflin isoform x2
XP_027244088.1,leucine-rich repeat-containing protein 20 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4.852273588883577,20800.9387,1.0869565217391304,2.0,-4.381534541433214,-25.985526864091085,21.60399232265787,-0.016881763164308346,-0.10012051852405658,0.08323875535974823,leucine-rich repeat-containing protein 20,leucine rich repeat containing protein 20
XP_027271810.1,glycolipid transfer protein isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7.4688633819702215,23731.30940000002,1.4354066985645932,3.0,0.8681316634998079,-25.99523189085855,26.863363554358358,0.0030635006851617835,-0.09173310231254136,0.09479660299770315,glycolipid transfer protein isoform x2,glycolipid transfer protein isoform x2
XP_027263662.1,nuclear pore complex protein Nup98-Nup96 isoform X1 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.081243505948495,197577.59580000024,1.1013215859030838,20.0,-23.815786997295817,-189.92312887953196,166.10734188223614,-0.020459106324313164,-0.16315469598522092,0.14269558966090776,nuclear pore complex protein nup98-nup96 isoform x1,nuclear pore complex protein nup98 nup96 isoform x1
XP_027250790.1,spartin [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.214769220417113,73084.21180000025,1.6296296296296295,11.0,-11.268931999659666,-93.95659522835413,82.68766322869446,-0.0187865586537332,-0.15663605807683043,0.13784949942309718,spartin,spartin
XP_027248601.1,glutathione S-transferase A6 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.311486567319507,19823.049699999992,0.0,0.0,3.607044589891964,-21.99443799690681,25.601482586798777,0.014351084361004761,-0.0875076609951063,0.10185874535611109,glutathione s-transferase a6 isoform x2,glutathione s transferase a6 isoform x2
XP_027270273.1,hyaluronidase-1 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.916049500080665,52177.588900000046,2.375809935205184,11.0,-7.038895168952011,-43.997800411038824,36.958905242086814,-0.01469023282663999,-0.09182377580350116,0.07713354297686119,hyaluronidase-1,hyaluronidase 1
XP_027278329.1,ADP-ribosylation factor GTPase-activating protein 2 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7.312996891312575,56743.751000000215,1.153846153846154,6.0,1.2008199500343273,-65.96765686750737,67.16847681754169,0.0023698055924067977,-0.1301864797950123,0.1325562853874191,adp-ribosylation factor gtpase-activating protein 2 isoform x2,adp ribosylation factor gtpase activating protein 2 isoform x2
XP_027243705.1,protein N-terminal asparagine amidohydrolase isoform X3 [Cricetulus griseus],False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.060559267545138,34658.87130000001,1.6181229773462782,5.0,-6.760061323437171,-42.9816084537613,36.221547130324126,-0.018531953917723144,-0.1178292842423099,0.09929733032458675,protein n-terminal asparagine amidohydrolase isoform x3,protein n terminal asparagine amidohydrolase isoform x3
XP_027258261.1,FAS-associated factor 1 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4.235029991019865,73850.35710000044,1.2326656394453006,8.0,-35.98517165136463,-107.94150413431822,71.9563324829536,-0.059575637517492584,-0.17870371678927938,0.1191280792717868,fas-associated factor 1 isoform x2,fas associated factor 1 isoform x2
XP_027259376.1,regulator of microtubule dynamics protein 1 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.303389653676188,35425.22960000002,1.2903225806451613,4.0,6.919767317553371,-37.98950826658784,44.909275584141206,0.018695190504001005,-0.10263655721422354,0.12133174771822454,regulator of microtubule dynamics protein 1 isoform x2,regulator of microtubule dynamics protein 1 isoform x2
XP_027284628.1,MOB kinase activator 1A isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.980134014315496,25079.46180000002,1.3888888888888888,3.0,-0.079433668341928,-26.990865039690426,26.911431371348502,-0.00027017137342964017,-0.09180186726914831,0.09153169589571869,mob kinase activator 1a isoform x2,mob kinase activator 1a isoform x2
XP_027245919.1,TSC22 domain family protein 1 isoform X1 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4.654335180622312,15582.383799999983,0.6993006993006993,1.0,-3.648592048790813,-15.991030376715022,12.34243832792421,-0.017043138067636195,-0.0746965774494961,0.05765343938185989,tsc22 domain family protein 1 isoform x1,tsc22 domain family protein 1 isoform x1
XP_027243451.1,heterogeneous nuclear ribonucleoprotein D-like isoform X4 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.532905050602041,40461.033399999986,0.8152173913043478,3.0,23.92381284080288,-39.98428485073466,63.90809769153755,0.0591542476635131,-0.09886552383802362,0.15801977150153673,heterogeneous nuclear ribonucleoprotein d-like isoform x4,heterogeneous nuclear ribonucleoprotein d like isoform x4
XP_027267690.1,rho guanine nucleotide exchange factor 12 isoform X5 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.148801966713358,171194.4111000002,1.5022860875244939,23.0,-42.77515895641881,-238.87824926364038,196.10309030722158,-0.040430777841123054,-0.22578603242350742,0.18535525458238436,rho guanine nucleotide exchange factor 12 isoform x5,rho guanine nucleotide exchange factor 12 isoform x5
XP_027268655.1,UBX domain-containing protein 7 isoform X3 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,4.4477323191614015,52163.75620000011,1.4989293361884368,7.0,-24.475131896853792,-76.9554463127266,52.48031441587278,-0.05108883383363074,-0.16063504890730218,0.10954621507367142,ubx domain-containing protein 7 isoform x3,ubx domain containing protein 7 isoform x3
XP_027248717.1,protein FAM198B [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.611341171654415,58315.463800000034,2.5096525096525095,13.0,29.2349291485155,-48.98199943436814,78.21692858288364,0.056653456148606035,-0.09492068692654693,0.15157414307515296,protein fam198b,protein fam198b
XP_027243513.1,endoplasmic reticulum lectin 1 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.057559377625995,54821.54160000007,3.1055900621118013,15.0,-9.44968986513638,-67.97504841508841,58.52535854995201,-0.019082279191087233,-0.13726575902453372,0.11818347983344644,endoplasmic reticulum lectin 1 isoform x2,endoplasmic reticulum lectin 1 isoform x2
XP_027256822.1,nesprin-1 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.040797945701275,1008869.6355999785,1.2954545454545454,114.0,-249.45133699750681,-1428.1606425650689,1178.709305567562,-0.07226743738375964,-0.41374606788157886,0.3414786304978192,nesprin-1 isoform x2,nesprin 1 isoform x2
XP_027250828.1,heterogeneous nuclear ribonucleoprotein H3 isoform X3 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.319699799949366,21845.297899999932,0.0,0.0,-5.354185048470109,-25.007253082421766,19.65306803395166,-0.019966483435890574,-0.09325544409227476,0.07328896065638418,heterogeneous nuclear ribonucleoprotein h3 isoform x3,heterogeneous nuclear ribonucleoprotein h3 isoform x3
XP_027281750.1,protein Dr1 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4.1482661544905195,19443.450099999965,2.272727272727273,4.0,-10.639379200889959,-29.981006608636434,19.34162740774648,-0.04287929019502146,-0.1208307607461762,0.07795147055115476,protein dr1,protein dr1
