accession_0,name,std_hccf_feed,std_hccf_large,std_hccf_small,std_hccf_mab,std_hccf_lmw1,std_hccf_lmw2,native_hccf_feed,native_hccf_large,native_hccf_small,native_hccf_mab,native_hccf_lmw1,std_pafvin_feed,std_pafvin_large,std_pafvin_small,std_pafvin_mab,native_pafvin_feed,native_pafvin_large,native_pafvin_small,native_pafvin_mab,pI_mean,mass_mean,cysteine_cont_percent_mean,cysteine_num_mean,net_charge_mean,net_charge_neg_mean,net_charge_pos_mean,charge_dens_C_m2_mean,charge_dens_neg_C_m2_mean,charge_dens_pos_C_m2_mean,accession_1,accession_2,desc_lower,desc_lower_2,Biophorum DTR,Biophorum high-risk,Levy 2014 - Association,Zhang 2016 - Pro A,Levy 2016 - Coelution,Molden 2021 - 29 DS,Falkenberg 2019 - 6 DS,Kreimer 2017 - 1 DS
XP_027260663.1,"actin, alpha skeletal muscle [Cricetulus griseus]",False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,4.804037956749926,42050.58240000005,1.5915119363395225,6.0,-10.81259136652502,-50.98504278575537,40.17245141923035,-0.0260572532007983,-0.1228688039978091,0.0968115507970108,,,"actin, alpha skeletal muscle",actin alpha skeletal muscle,,,actin,,actin,,,
XP_027285235.1,"serine protease HTRA2, mitochondrial [Cricetulus griseus]",False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,10.052032143661132,47798.35340000004,0.2232142857142857,1.0,8.404626579826957,-39.98453167418372,48.389158254010674,0.0185961618762024,-0.0884701796677053,0.1070663415439078,,,"serine protease htra2, mitochondrial",serine protease htra2 mitochondrial,serine protease,serine protease,,,,,,
XP_027249106.1,ubiquitin-associated protein 2-like isoform X45 [Cricetulus griseus],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7.007271904109,103843.6649000008,0.2034587995930823,2.0,0.0682284220960657,-78.980959038401,79.04918746049707,8.999647703961308e-05,-0.1041795757295689,0.1042695722066085,,,ubiquitin-associated protein 2-like isoform x45,ubiquitin associated protein 2 like isoform x45,,,,,,ubiquitin,,ubiquitin
XP_027246783.1,ubiquitin-like modifier-activating enzyme 6 isoform X7 [Cricetulus griseus],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6.116367795744544,112101.05260000084,2.404809619238477,24.0,-13.812188103151437,-130.9470052827665,117.13481717961506,-0.017312888953046,-0.1641355406010728,0.1468226516480267,,,ubiquitin-like modifier-activating enzyme 6 isoform x7,ubiquitin like modifier activating enzyme 6 isoform x7,,,,,,ubiquitin,,ubiquitin
XP_027264616.1,src substrate cortactin isoform X3 [Cricetulus griseus],False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,4.575930096727163,53046.0874000001,0.4201680672268907,2.0,-20.018619867860814,-87.97079379877397,67.95217393091315,-0.0413217540170921,-0.1815863194383999,0.1402645654213077,,,src substrate cortactin isoform x3,src substrate cortactin isoform x3,,,actin,,actin,,,
XP_027281226.1,"actin, cytoplasmic 2 isoform X2 [Cricetulus griseus]",False,True,True,True,False,True,False,True,True,True,False,True,True,True,False,False,True,True,False,4.935045891131722,41792.39430000006,1.6,6.0,-9.811171761972288,-49.98362318120264,40.17245141923035,-0.0237412125734412,-0.1209510802507005,0.0972098676772593,,,"actin, cytoplasmic 2 isoform x2",actin cytoplasmic 2 isoform x2,,,actin,,actin,,,
XP_027260200.1,serine protease HTRA1 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,9.15727515861746,51272.382000000034,3.333333333333333,16.0,4.407900272215746,-55.97595153685083,60.38385180906658,0.0093072836597997,-0.1181932500525445,0.1275005337123442,,,serine protease htra1 isoform x2,serine protease htra1 isoform x2,serine protease,serine protease,,serine protease htra1,,serine protease htra1,,
XP_027246782.1,ubiquitin-like modifier-activating enzyme 6 isoform X6 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,6.230754149796152,114146.39820000078,2.4606299212598426,25.0,-12.55103895086471,-131.94772709813932,119.39668814727465,-0.0155436039561178,-0.1634082422142508,0.1478646382581329,,,ubiquitin-like modifier-activating enzyme 6 isoform x6,ubiquitin like modifier activating enzyme 6 isoform x6,,,,,,ubiquitin,,ubiquitin
XP_027287939.1,E3 ubiquitin-protein ligase HUWE1 isoform X14 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,4.642638275444615,478801.13600000174,1.5887635275155425,69.0,-144.47699348153307,-599.6972714561141,455.22027797458094,-0.0687926596408606,-0.2855456034119812,0.2167529437711206,,,e3 ubiquitin-protein ligase huwe1 isoform x14,e3 ubiquitin protein ligase huwe1 isoform x14,,,,,,ubiquitin,,ubiquitin
XP_027265076.1,serpin B6 isoform X1 [Cricetulus griseus],False,True,True,False,True,False,False,True,True,True,False,False,True,False,False,True,True,True,False,5.631883801084289,43083.23700000012,2.1164021164021163,8.0,-5.329441718687007,-54.97405962598363,49.64461790729662,-0.0126373598668025,-0.1303564259642134,0.117719066097411,,,serpin b6 isoform x1,serpin b6 isoform x1,,,,,,serpin b6,,
XP_027255666.1,E3 ubiquitin-protein ligase UBR4 isoform X10 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,5.901544534897288,573092.517800003,2.3543033577769203,122.0,-72.79660909111679,-606.7538019153953,533.9571928242785,-0.0307473843991163,-0.2562769422373349,0.2255295578382184,,,e3 ubiquitin-protein ligase ubr4 isoform x10,e3 ubiquitin protein ligase ubr4 isoform x10,,,,,,ubiquitin,,ubiquitin
XP_027288948.1,probable ubiquitin carboxyl-terminal hydrolase FAF-X isoform X2 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,5.503207164260291,290115.0290000011,2.3501762632197414,60.0,-52.50809638635899,-335.8873628174296,283.3792664310705,-0.0349161466112758,-0.2233539818071739,0.188437835195898,,,probable ubiquitin carboxyl-terminal hydrolase faf-x isoform x2,probable ubiquitin carboxyl terminal hydrolase faf x isoform x2,,,,,,ubiquitin,,ubiquitin
XP_027268807.1,insulin-like growth factor 2 mRNA-binding protein 2 isoform X8 [Cricetulus griseus],False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,8.75261219495389,61848.76360000003,0.5405405405405406,3.0,7.084418740123237,-68.96306990469247,76.0474886448157,0.01320070303746,-0.1285018629979529,0.1417025660354129,,,insulin-like growth factor 2 mrna-binding protein 2 isoform x8,insulin like growth factor 2 mrna binding protein 2 isoform x8,,,insulin,,,,,
XP_027263985.1,lactadherin isoform X5 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,9.098294008384652,53621.244000000006,4.285714285714286,21.0,5.910884829377991,-39.99838075486321,45.9092655842412,0.0121136427113426,-0.0819718379706008,0.0940854806819433,,,lactadherin isoform x5,lactadherin isoform x5,lactadherin,,,,lactadherin,,,
XP_027244842.1,peptidyl-prolyl cis-trans isomerase FKBP5 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,6.566375893008376,51026.65570000006,2.4122807017543857,11.0,-1.5840362751244936,-75.96256163944696,74.37852536432247,-0.0033554227039771,-0.1609095119726542,0.1575540892686771,,,peptidyl-prolyl cis-trans isomerase fkbp5,peptidyl prolyl cis trans isomerase fkbp5,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,
XP_027267674.1,ubiquitin-associated and SH3 domain-containing protein B isoform X4 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,6.874575814756867,71531.87720000031,3.1347962382445136,20.0,-1.1893080507989886,-68.9772084899883,67.78790043918931,-0.0020112904744818,-0.116650351688998,0.1146390612145162,,,ubiquitin-associated and sh3 domain-containing protein b isoform x4,ubiquitin associated and sh3 domain containing protein b isoform x4,,,,,,ubiquitin,,ubiquitin
XP_027270150.1,ubiquitin-like modifier-activating enzyme 5 isoform X7 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,4.547464054054602,42257.581600000034,2.1052631578947367,8.0,-14.321642881463465,-54.97054933950056,40.64890645803709,-0.0344009102237915,-0.1320405032042962,0.0976395929805046,,,ubiquitin-like modifier-activating enzyme 5 isoform x7,ubiquitin like modifier activating enzyme 5 isoform x7,,,,,,ubiquitin,,ubiquitin
XP_027282084.1,E3 ubiquitin/ISG15 ligase TRIM25 isoform X3 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,8.875215071612018,71602.3492000003,4.120443740095087,26.0,8.079832936639152,-75.96510597271745,84.0449389093566,0.0136551891348489,-0.1283835814231299,0.1420387705579789,,,e3 ubiquitin/isg15 ligase trim25 isoform x3,e3 ubiquitin/isg15 ligase trim25 isoform x3,,,,,,ubiquitin,,ubiquitin
XP_027273227.1,ubiquitin carboxyl-terminal hydrolase isozyme L5 isoform X3 [Cricetulus griseus],False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,4.873427810369489,37176.0268,1.5432098765432098,5.0,-9.322467513304444,-49.97112699771563,40.64865948441118,-0.024389473008706,-0.1307346420232684,0.1063451690145624,,,ubiquitin carboxyl-terminal hydrolase isozyme l5 isoform x3,ubiquitin carboxyl terminal hydrolase isozyme l5 isoform x3,,,,,,ubiquitin,,ubiquitin
XP_027248528.1,"ATP synthase subunit beta, mitochondrial [Cricetulus griseus]",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,4.725574330234736,56369.88800000014,0.0,0.0,-13.54132355865968,-64.97456805194597,51.433244493286274,-0.0268416898321994,-0.1287929643713569,0.1019512745391574,,,"atp synthase subunit beta, mitochondrial",atp synthase subunit beta mitochondrial,,,atp synthase subunit beta mitochondrial,,,,,
XP_027260679.1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 isoform X2 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,8.909352304170982,122261.2365000007,1.2264150943396228,13.0,9.05951792555401,-163.926584230676,172.98610215623003,0.0107174817428183,-0.193926452609497,0.2046439343523154,,,swi/snf-related matrix-associated actin-dependent regulator of chromatin subfamily a member 5 isoform x2,swi/snf related matrix associated actin dependent regulator of chromatin subfamily a member 5 isoform x2,,,actin,,actin,,,
XP_027273163.1,laminin subunit gamma-1 isoform X2 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,4.471381223420257,177096.4831000011,6.222775357809583,100.0,-60.50021783721972,-243.8947841491388,183.3945663119191,-0.0559066968422539,-0.2253769035265259,0.169470206684272,,,laminin subunit gamma-1 isoform x2,laminin subunit gamma 1 isoform x2,laminin subunit gamma 1,,,,laminin subunit gamma 1,,,
XP_027255007.1,microtubule-actin cross-linking factor 1 isoform X17 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,4.861809417457418,851314.8536000052,1.303191489361702,98.0,-219.85029883076163,-1199.3079861782817,979.4576873475202,-0.0713258746264078,-0.3890906290122936,0.3177647543858858,,,microtubule-actin cross-linking factor 1 isoform x17,microtubule actin cross linking factor 1 isoform x17,,,actin,,actin,,,
XP_027258143.1,ubiquitin carboxyl-terminal hydrolase 24 isoform X4 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,6.042708095926196,293343.0019000008,1.9931008049060943,52.0,-30.90107803243098,-323.8719272834383,292.9708492510073,-0.0203971737619463,-0.2137812787788056,0.1933841050168591,,,ubiquitin carboxyl-terminal hydrolase 24 isoform x4,ubiquitin carboxyl terminal hydrolase 24 isoform x4,,,,,,ubiquitin,,ubiquitin
XP_027265128.1,phosphatidylinositol-glycan-specific phospholipase D [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,6.735743944089046,93604.69100000066,1.1890606420927468,10.0,-3.8469775634457575,-85.99202368459721,82.14504612115145,-0.0054379444100042,-0.1215551265346495,0.1161171821246452,,,phosphatidylinositol-glycan-specific phospholipase d,phosphatidylinositol glycan specific phospholipase d,,,,,,lipase,,
XP_027258006.1,F-actin-monooxygenase MICAL1 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,6.415948937817289,116868.60380000068,1.804368471035137,19.0,-9.5268164133446,-131.92915495431512,122.40233854097052,-0.011614381269326,-0.1608381477817807,0.1492237665124547,,,f-actin-monooxygenase mical1 isoform x2,f actin monooxygenase mical1 isoform x2,,,actin,,actin,,,
XP_027259776.1,TRIO and F-actin-binding protein isoform X3 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,6.846556233070417,71685.2383000003,1.4354066985645932,9.0,-1.411370812995464,-104.93627936744744,103.52490855445195,-0.0023834250310856,-0.1772091023921271,0.1748256773610414,,,trio and f-actin-binding protein isoform x3,trio and f actin binding protein isoform x3,,,actin,,actin,,,
XP_027254065.1,ubiquitin conjugation factor E4 B isoform X4 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,6.9609500059559695,156326.36510000066,1.7780938833570414,25.0,-0.5401459702399369,-150.93849990962178,150.39835393938188,-0.0005424210146309,-0.1515742387774851,0.1510318177628542,,,ubiquitin conjugation factor e4 b isoform x4,ubiquitin conjugation factor e4 b isoform x4,,,,,,ubiquitin,,ubiquitin
XP_027279720.1,ubiquitin carboxyl-terminal hydrolase 7 isoform X3 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,4.998150751568188,128300.6056000006,1.7241379310344829,19.0,-34.71303249877862,-179.94074163166303,145.2277091328844,-0.0397667656762073,-0.2061376028821766,0.1663708372059692,,,ubiquitin carboxyl-terminal hydrolase 7 isoform x3,ubiquitin carboxyl terminal hydrolase 7 isoform x3,,,,,,ubiquitin,,ubiquitin
XP_027279826.1,"heat shock protein 75 kDa, mitochondrial [Cricetulus griseus]",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,7.527695354690575,80293.11530000027,0.708215297450425,5.0,3.036921803894847,-95.96103415810114,98.99795596199598,0.0047551211930824,-0.1502529128837233,0.1550080340768057,,,"heat shock protein 75 kda, mitochondrial",heat shock protein 75 kda mitochondrial,,,heat shock protein,,,,,
XP_027254912.1,peptidyl-prolyl cis-trans isomerase H isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,9.833335593285463,21106.198100000005,2.094240837696335,4.0,4.608652536119272,-17.994341892134962,22.602994428254235,0.0175852067659916,-0.0686608982367745,0.0862461050027661,,,peptidyl-prolyl cis-trans isomerase h isoform x2,peptidyl prolyl cis trans isomerase h isoform x2,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,
XP_027274541.1,lysophospholipase-like protein 1 isoform X2 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,7.223944811908609,26621.14700000003,2.092050209205021,5.0,1.232395686391361,-25.98899446940687,27.22139015579823,0.0040282138039845,-0.0849477383192476,0.0889759521232322,,,lysophospholipase-like protein 1 isoform x2,lysophospholipase like protein 1 isoform x2,,,,,,lipase,,
XP_027281386.1,LOW QUALITY PROTEIN: (E3-independent) E2 ubiquitin-conjugating enzyme isoform X3 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4.46318442765166,141717.13760000048,1.8504240555127216,24.0,-49.822494258518944,-202.90666086211056,153.08416660359163,-0.0534142831252734,-0.2175345492551178,0.1641202661298444,,,low quality protein: (e3-independent) e2 ubiquitin-conjugating enzyme isoform x3,low quality protein: (e3 independent) e2 ubiquitin conjugating enzyme isoform x3,,,,,,ubiquitin,,ubiquitin
XP_027284882.1,calcium/calmodulin-dependent protein kinase type 1 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,4.651260733455222,41706.96730000008,2.6737967914438503,10.0,-13.548817174548542,-58.98088679910528,45.43206962455673,-0.0328303738145696,-0.1429176094550088,0.1100872356404391,,,calcium/calmodulin-dependent protein kinase type 1,calcium/calmodulin dependent protein kinase type 1,calmodulin,,,,,,,
XP_027280037.1,LOW QUALITY PROTEIN: ubiquitin-conjugating enzyme E2 Z isoform X2 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,5.723268845119486,38567.18610000006,2.2408963585434174,8.0,-7.287425312830615,-40.98570445528741,33.698279142456784,-0.0186041143706001,-0.1046326652436878,0.0860285508730876,,,low quality protein: ubiquitin-conjugating enzyme e2 z isoform x2,low quality protein: ubiquitin conjugating enzyme e2 z isoform x2,,,,,,ubiquitin,,ubiquitin
XP_027262934.1,alpha-centractin isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,5.258851982569251,37553.37470000005,1.2048192771084338,4.0,-8.548179330869695,-46.98377658548916,38.435597254619466,-0.0222137133707487,-0.1220943204100007,0.099880607039252,,,alpha-centractin isoform x2,alpha centractin isoform x2,,,actin,,actin,,,
XP_027250838.1,probable E3 ubiquitin-protein ligase HERC4 isoform X3 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,6.007354927680427,110605.31700000077,2.127659574468085,21.0,-13.618547049226484,-112.9703310610219,99.3517840117954,-0.017223720074395,-0.1428764281441674,0.1256527080697724,,,probable e3 ubiquitin-protein ligase herc4 isoform x3,probable e3 ubiquitin protein ligase herc4 isoform x3,,,,,,ubiquitin,,ubiquitin
XP_027265152.1,F-actin-uncapping protein LRRC16A isoform X6 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,9.037463154514334,147354.3942000004,1.6528925619834711,22.0,12.220644200880727,-174.9068046978347,187.12744889871544,0.012765335260614,-0.1827026435455576,0.1954679788061717,,,f-actin-uncapping protein lrrc16a isoform x6,f actin uncapping protein lrrc16a isoform x6,,,actin,,actin,,,
XP_027244953.1,E3 ubiquitin-protein ligase UBR2 isoform X5 [Cricetulus griseus],False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,5.991249161293085,199374.19789999985,3.361823361823362,59.0,-33.86884310327824,-227.9033216053044,194.0344785020262,-0.0289201969543507,-0.1946038997339767,0.165683702779626,,,e3 ubiquitin-protein ligase ubr2 isoform x5,e3 ubiquitin protein ligase ubr2 isoform x5,,,,,,ubiquitin,,ubiquitin
XP_027259443.1,ubiquitin carboxyl-terminal hydrolase 14 isoform X4 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,4.770790311786554,61244.50880000014,2.201834862385321,12.0,-10.110893919721477,-75.96744616370616,65.85655224398468,-0.0189637826729222,-0.1424829644840272,0.1235191818111049,,,ubiquitin carboxyl-terminal hydrolase 14 isoform x4,ubiquitin carboxyl terminal hydrolase 14 isoform x4,,,,,,ubiquitin,,ubiquitin
XP_027247808.1,actin-like protein 6A isoform X2 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,6.062218820532677,43254.89100000001,2.0671834625323,8.0,-4.811558113591765,-45.9837525592962,41.172194445704434,-0.0113791312603975,-0.1087496282627815,0.0973704970023839,,,actin-like protein 6a isoform x2,actin like protein 6a isoform x2,,,actin,,actin,,,
XP_027275671.1,proteasome subunit alpha type-7 isoform X2 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,9.190437333045022,27854.50350000002,1.2096774193548387,3.0,3.614004377829877,-37.986083342439336,41.600087720269215,0.0114614240119121,-0.1204687549385208,0.131930178950433,,,proteasome subunit alpha type-7 isoform x2,proteasome subunit alpha type 7 isoform x2,proteasome subunit alpha type 7,,,,,,,
XP_027267797.1,ubiquitin conjugation factor E4 A isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,4.693536904265625,112349.77670000069,1.738241308793456,17.0,-30.120398448315377,-125.95238210290618,95.8319836545908,-0.0376986753072321,-0.1576419370818605,0.1199432617746283,,,ubiquitin conjugation factor e4 a isoform x2,ubiquitin conjugation factor e4 a isoform x2,,,,,,ubiquitin,,ubiquitin
XP_027284541.1,sepiapterin reductase isoform X2 [Cricetulus griseus],False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,False,6.788387649433088,28253.298200000005,3.041825095057034,8.0,-0.3863449164876184,-27.98928934524185,27.60294442875423,-0.0012136942270834,-0.087927749140134,0.0867140549130506,,,sepiapterin reductase isoform x2,sepiapterin reductase isoform x2,,,,,,sepiapterin reductase,,
XP_027265340.1,histone H2B type 1 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,10.791495782111085,13905.968599999982,0.0,0.0,18.603350007014235,-10.997598632932718,29.60094863994696,0.0937498353503469,-0.055421365544265,0.149171200894612,,,histone h2b type 1,histone h2b type 1,histone h2b type 1 n,,,,,,,
XP_027284320.1,protein disulfide-isomerase A4 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,4.497411463196174,72585.21010000036,0.9345794392523364,6.0,-24.277212250995536,-113.96134784962727,89.68413559863174,-0.0406580840526382,-0.1908559356699651,0.1501978516173268,,,protein disulfide-isomerase a4,protein disulfide isomerase a4,protein disulfide isomerase,protein disulfide isomerase,,,,,,protein disulfide isomeras
XP_027266732.1,procollagen C-endopeptidase enhancer 2 isoform X2 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,10.21924375686165,45272.871299999984,3.864734299516908,16.0,17.866177318688955,-32.99497044906211,50.861147767751056,0.0409876607903245,-0.0756953562270018,0.1166830170173263,,,procollagen c-endopeptidase enhancer 2 isoform x2,procollagen c endopeptidase enhancer 2 isoform x2,procollagen c endopeptidase enhancer,,,,,,,
XP_027270673.1,pyruvate kinase PKM isoform X1 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,7.223209161151875,57977.25270000013,1.694915254237288,9.0,1.246006917181658,-67.97002377029835,69.21603068748001,0.0024239791773085,-0.1322287380819946,0.1346527172593031,,,pyruvate kinase pkm isoform x1,pyruvate kinase pkm isoform x1,pyruvate kinase,pyruvate kinase,,pyruvate kinase,,,,
XP_027273179.1,actin-related protein 2/3 complex subunit 5 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,4.992034265986574,16320.230899999991,0.6622516556291391,1.0,-1.913210484429677,-22.991939030412933,21.078728545983257,-0.0086654689898847,-0.1041369657477895,0.0954714967579047,,,actin-related protein 2/3 complex subunit 5 isoform x2,actin related protein 2/3 complex subunit 5 isoform x2,,,actin,,actin,,,
XP_027264418.1,barrier-to-autointegration factor [Cricetulus griseus],False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,5.756151803652843,10058.469899999993,4.49438202247191,4.0,-0.9121770586965712,-15.99220047220938,15.080023413512809,-0.0057047688403736,-0.1000154587018802,0.0943106898615065,,,barrier-to-autointegration factor,barrier to autointegration factor,,,,,,barrier to autointegration factor,,
XP_027284440.1,ubiquitin-protein ligase E3C isoform X2 [Cricetulus griseus],False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,6.668591022124108,123938.12640000084,1.7543859649122806,19.0,-4.1231907084599975,-130.9538764716471,126.83068576318712,-0.0048336699303785,-0.1535189273852248,0.1486852574548463,,,ubiquitin-protein ligase e3c isoform x2,ubiquitin protein ligase e3c isoform x2,,,,,,ubiquitin,,ubiquitin
XP_027269631.1,matrix metalloproteinase-17 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.550531243462891,65342.75890000027,1.0221465076660987,6.0,-4.934173343142004,-69.98769935387956,65.05352601073754,-0.0088633168996113,-0.1257197741766304,0.116856457277019,,,matrix metalloproteinase-17 isoform x2,matrix metalloproteinase 17 isoform x2,,matrix metalloproteinase,,,,,,
XP_027280694.1,3-phosphoinositide-dependent protein kinase 1 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,7.284537288167755,63800.81900000008,1.6100178890876566,9.0,1.7610872200904693,-70.97770750810507,72.73879472819553,0.0032142294989748,-0.1295442035122158,0.1327584330111906,,,3-phosphoinositide-dependent protein kinase 1 isoform x2,3 phosphoinositide dependent protein kinase 1 isoform x2,,,,,3 phosphoinositide dependent protein kinase 1,,,
XP_027243822.1,activator of 90 kDa heat shock protein ATPase homolog 2 isoform X1 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.552799745300396,32002.44480000001,2.1052631578947367,6.0,-1.1145381202944984,-40.97480799244194,39.86026987214744,-0.0032222038231123,-0.118460894751322,0.1152386909282095,,,activator of 90 kda heat shock protein atpase homolog 2 isoform x1,activator of 90 kda heat shock protein atpase homolog 2 isoform x1,,,heat shock protein,,,,,
XP_027265894.1,ubiquitin carboxyl-terminal hydrolase 47 isoform X3 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4.413896027874615,156973.98950000026,1.7454545454545456,24.0,-63.25259215298812,-234.90472390590045,171.65213175291234,-0.0633441797649546,-0.2352448579932145,0.1719006782282598,,,ubiquitin carboxyl-terminal hydrolase 47 isoform x3,ubiquitin carboxyl terminal hydrolase 47 isoform x3,,,,,,ubiquitin,,ubiquitin
XP_027259873.1,E3 ubiquitin-protein ligase RBX1 [Cricetulus griseus],False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.052957930950834,12273.848499999993,7.4074074074074066,8.0,0.1341577833423598,-12.994200420586504,13.128358203928864,0.0007347544435758,-0.0711665492815736,0.0719013037251495,,,e3 ubiquitin-protein ligase rbx1,e3 ubiquitin protein ligase rbx1,,,,,,ubiquitin,,ubiquitin
XP_027274198.1,alpha-actinin-1 isoform X6 [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,4.802279211781836,105445.20960000064,1.312910284463895,12.0,-31.32053525227762,-149.93525510156212,118.61471984928453,-0.0408938618281307,-0.1957639470686549,0.1548700852405242,,,alpha-actinin-1 isoform x6,alpha actinin 1 isoform x6,,,actin,,actin,,,
XP_027268406.1,ubiquitin-like-conjugating enzyme ATG3 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,3.741709174097308,25978.63340000002,2.202643171806168,5.0,-31.805406456023192,-52.97977668873492,21.174370232711723,-0.1056664057949424,-0.1760135526096109,0.0703471468146684,,,ubiquitin-like-conjugating enzyme atg3 isoform x2,ubiquitin like conjugating enzyme atg3 isoform x2,,,,,,ubiquitin,,ubiquitin
XP_027259796.1,85/88 kDa calcium-independent phospholipase A2 isoform X4 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,7.234325616793291,83860.27410000037,2.127659574468085,16.0,2.392479323682005,-83.96560902746114,86.35808835114314,0.0036390737825749,-0.1277156477070488,0.1313547214896237,,,85/88 kda calcium-independent phospholipase a2 isoform x4,85/88 kda calcium independent phospholipase a2 isoform x4,,,,,,lipase,,
